no,text
3009,"['price', 'NN'], ['product', 'NN'], ['great', 'JJ'], ['ive', 'JJ'], ['used', 'VBN'], ['couple', 'NN'], ['time', 'NN'], ['far', 'RB'], ['con', 'JJ'], ['product', 'NN'], ['tell', 'VB'], ['something', 'NN'], ['hair', 'NN'], ['even', 'RB'], ['washing', 'VBG'], ['drying', 'VBG'], ['styling', 'VBG'], ['would', 'MD'], ['definitely', 'RB'], ['use', 'VB'], ['product', 'NN'], ['future', 'NN'], ['along', 'IN'], ['shampoo', 'JJ'], ['mask', 'NN'], ['would', 'MD'], ['recommend', 'VB'], ['friend', 'NN'], ['use', 'NN'], ['it', 'PRP'], ['place', 'VBZ'], ['clay', 'NN'], ['mask', 'NN'], ['directed', 'VBN'], ['use', 'NN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['directed', 'VBD'], ['style', 'NN'], ['hair', 'NN'], ['like', 'IN'], ['normally', 'RB'], ['would', 'MD'], ['but', 'CC'], ['testing', 'VBG'], ['purpose', 'JJ'], ['use', 'NN'], ['hair', 'NN'], ['spray', 'NN'], ['styling', 'VBG'], ['product', 'NN'], ['next', 'JJ'], ['day', 'NN'], ['hair', 'NN'], ['greasy', 'JJ'], ['usually', 'RB'], ['is', 'VBZ'], ['reason', 'NN'], ['wouldve', 'JJ'], ['wash', 'NN'], ['hair', 'NN'], ['short', 'JJ'], ['get', 'NN'], ['crazy', 'JJ'], ['sleep', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['freecomplimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3010,"['received', 'VBN'], ['influencer', 'JJ'], ['try', 'NN'], ['used', 'VBN'], ['along', 'IN'], ['extraordinary', 'JJ'], ['clay', 'NN'], ['product', 'NN'], ['little', 'JJ'], ['thing', 'NN'], ['still', 'RB'], ['job', 'NN'], ['a', 'DT'], ['long', 'JJ'], ['let', 'NN'], ['sit', 'NNS'], ['make', 'VBP'], ['hair', 'NN'], ['smooth', 'JJ'], ['oily', 'RB'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3011,"['nice', 'JJ'], ['conditioner', 'NN'], ['leaf', 'JJ'], ['hair', 'NN'], ['feeling', 'VBG'], ['silky', 'JJ'], ['smooth', 'JJ'], ['nice', 'JJ'], ['normal', 'JJ'], ['hair', 'NN'], ['type', 'NN'], ['highlighted', 'VBD'], ['skeptical', 'JJ'], ['claim', 'NN'], ['regarding', 'VBG'], ['clay', 'NNS'], ['clay', 'VBP'], ['usually', 'RB'], ['used', 'VBN'], ['skin', 'JJ'], ['facial', 'JJ'], ['mask', 'NN'], ['absorbs', 'NN'], ['lot', 'NN'], ['oil', 'NN'], ['use', 'NN'], ['label', 'NN'], ['state', 'NN'], ['supposed', 'VBD'], ['ansorb', 'JJ'], ['excess', 'JJ'], ['oil', 'NN'], ['scalp', 'NN'], ['order', 'NN'], ['help', 'NN'], ['oily', 'RB'], ['scalp', 'JJ'], ['concerned', 'VBN'], ['would', 'MD'], ['dry', 'VB'], ['skin', 'NN'], ['scalp', 'NN'], ['therefore', 'RB'], ['lead', 'JJ'], ['flaking', 'VBG'], ['dandruff', 'NN'], ['happened', 'VBD'], ['product', 'NN'], ['advertised', 'VBD'], ['silicone', 'JJ'], ['people', 'NNS'], ['trying', 'VBG'], ['avoid', 'JJ'], ['silicone', 'NN'], ['product', 'NN'], ['due', 'JJ'], ['health', 'NN'], ['threat', 'NN'], ['regular', 'JJ'], ['conditioning', 'NN'], ['product', 'NN'], ['sukin', 'JJ'], ['natural', 'JJ'], ['us', 'PRP'], ['essential', 'JJ'], ['oil', 'NN'], ['scent', 'NN'], ['which', 'WDT'], ['lightly', 'RB'], ['scented', 'VBD'], ['comparison', 'JJ'], ['loreal', 'JJ'], ['product', 'NN'], ['highly', 'RB'], ['scented', 'VBD'], ['point', 'NN'], ['use', 'NN'], ['whole', 'JJ'], ['shower', 'NN'], ['smell', 'NN'], ['it', 'PRP'], ['mask', 'VBZ'], ['scent', 'NN'], ['fragranced', 'VBD'], ['soap', 'NN'], ['seems', 'VBZ'], ['emit', 'VBP'], ['im', 'JJ'], ['blowdrying', 'VBG'], ['hair', 'NN'], ['smell', 'FW'], ['scent', 'JJ'], ['hair', 'NN'], ['day', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['freecomplimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3012,"['received', 'VBN'], ['free', 'JJ'], ['review', 'NN'], ['disappointed', 'VBD'], ['left', 'JJ'], ['hair', 'NN'], ['soft', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3013,"['got', 'VBD'], ['conditioner', 'NN'], ['influenster', 'NN'], ['try', 'NN'], ['im', 'NN'], ['loving', 'VBG'], ['far', 'RB'], ['oily', 'RB'], ['hair', 'NN'], ['use', 'JJ'], ['end', 'NN'], ['hair', 'NN'], ['feel', 'VBP'], ['amazing', 'VBG'], ['soft', 'JJ'], ['mess', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3014,"['rarely', 'RB'], ['use', 'NN'], ['conditioner', 'NN'], ['love', 'VBP'], ['way', 'NN'], ['make', 'VBP'], ['hair', 'NN'], ['feel', 'VB'], ['make', 'VBP'], ['hair', 'NN'], ['even', 'RB'], ['oily', 'RB'], ['first', 'JJ'], ['conditioner', 'NN'], ['ive', 'JJ'], ['found', 'VBN'], ['leave', 'VBP'], ['hair', 'NN'], ['silky', 'JJ'], ['smooth', 'NN'], ['without', 'IN'], ['making', 'VBG'], ['look', 'NN'], ['gross', 'JJ'], ['obsessed', 'VBD'], ['extraordinary', 'JJ'], ['clay', 'NN'], ['series', 'NN'], ['changed', 'VBD'], ['life', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['option', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3015,"['received', 'VBN'], ['free', 'JJ'], ['sample', 'NN'], ['im', 'NN'], ['big', 'JJ'], ['conditioner', 'NN'], ['one', 'CD'], ['great', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3016,"['got', 'VBD'], ['test', 'JJS'], ['influenster', 'NN'], ['conditioner', 'NN'], ['work', 'NN'], ['great', 'JJ'], ['use', 'NN'], ['alittle', 'JJ'], ['bit', 'NN'], ['long', 'JJ'], ['hair', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3017,"['received', 'VBN'], ['complimentary', 'JJ'], ['gift', 'NN'], ['try', 'NN'], ['absolutely', 'RB'], ['love', 'VB'], ['it', 'PRP'], ['used', 'JJ'], ['clay', 'NN'], ['mask', 'NN'], ['shampoo', 'JJ'], ['let', 'VB'], ['say', 'VB'], ['system', 'NN'], ['work', 'NN'], ['wonder', 'VBP'], ['oily', 'RB'], ['root', 'JJ'], ['super', 'JJ'], ['dry', 'JJ'], ['end', 'NN'], ['hair', 'NN'], ['love', 'VBP'], ['stuff', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3018,"['conditioner', 'NN'], ['great', 'JJ'], ['honestly', 'RB'], ['one', 'CD'], ['best', 'JJS'], ['ever', 'RB'], ['used', 'VBN'], ['usually', 'RB'], ['conditioner', 'VBP'], ['really', 'RB'], ['weighs', 'VBZ'], ['hair', 'NN'], ['one', 'CD'], ['using', 'VBG'], ['finishing', 'VBG'], ['touch', 'JJ'], ['step', 'NN'], ['system', 'NN'], ['great', 'JJ'], ['disclaimer', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3019,"['seriously', 'RB'], ['surprised', 'JJ'], ['shower', 'JJR'], ['soft', 'JJ'], ['healthy', 'JJ'], ['shaft', 'NN'], ['end', 'NN'], ['felt', 'VBD'], ['looked', 'JJ'], ['mention', 'NN'], ['super', 'NN'], ['soft', 'JJ'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['review', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3020,"['ever', 'RB'], ['use', 'NN'], ['conditioner', 'NN'], ['bc', 'IN'], ['hair', 'NN'], ['oily', 'RB'], ['used', 'VBD'], ['though', 'IN'], ['say', 'JJ'], ['much', 'JJ'], ['different', 'JJ'], ['normal', 'JJ'], ['conditioner', 'NN'], ['ive', 'JJ'], ['actually', 'RB'], ['using', 'VBG'], ['regularly', 'JJ'], ['hair', 'NN'], ['seems', 'VBZ'], ['much', 'RB'], ['healthier', 'JJR'], ['received', 'VBD'], ['free', 'JJ'], ['influenster', 'NN'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3021,"['ever', 'RB'], ['really', 'RB'], ['big', 'JJ'], ['fan', 'NN'], ['loreal', 'JJ'], ['product', 'NN'], ['but', 'CC'], ['influenster', 'NN'], ['willing', 'JJ'], ['try', 'VB'], ['new', 'JJ'], ['thing', 'NN'], ['say', 'VBP'], ['skeptical', 'JJ'], ['afraid', 'JJ'], ['hair', 'NN'], ['would', 'MD'], ['turn', 'VB'], ['greasier', 'JJR'], ['normal', 'JJ'], ['first', 'JJ'], ['use', 'NN'], ['little', 'JJ'], ['greasier', 'NN'], ['but', 'CC'], ['second', 'JJ'], ['time', 'NN'], ['amazed', 'VBN'], ['hair', 'NN'], ['soft', 'JJ'], ['smooth', 'CC'], ['shiny', 'JJ'], ['smelled', 'VBN'], ['wonderful', 'JJ'], ['hair', 'NN'], ['greasy', 'JJ'], ['next', 'JJ'], ['morning', 'NN'], ['im', 'NN'], ['obsessed', 'VBD'], ['using', 'VBG'], ['conditioner', 'NN'], ['far', 'RB'], ['favorite', 'JJ'], ['tend', 'VBP'], ['mix', 'JJ'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['brand', 'NN'], ['one', 'CD'], ['best', 'JJS'], ['use', 'NN'], ['extraordinary', 'JJ'], ['clay', 'NN'], ['shampoo', 'NN'], ['brand', 'NN'], ['would', 'MD'], ['recommend', 'VB'], ['leaf', 'JJ'], ['hair', 'NN'], ['easy', 'JJ'], ['rinse', 'JJ'], ['clean', 'NN'], ['usually', 'RB'], ['use', 'VBP'], ['sort', 'JJ'], ['detangler', 'NN'], ['shower', 'NN'], ['help', 'NN'], ['brush', 'VB'], ['hair', 'NN'], ['using', 'VBG'], ['product', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3022,"['really', 'RB'], ['love', 'VB'], ['conditioner', 'NN'], ['leaf', 'JJ'], ['hair', 'NN'], ['feeling', 'VBG'], ['smooth', 'JJ'], ['smelling', 'VBG'], ['fresh', 'JJ'], ['would', 'MD'], ['definitely', 'RB'], ['recommend', 'VB'], ['invest', 'VB'], ['it', 'PRP'], ['review', 'VB'], ['collected', 'JJ'], ['part', 'NN'], ['promotion', 'NN']"
3023,"['love', 'VB'], ['loreal', 'JJ'], ['product', 'NN'], ['super', 'NN'], ['excited', 'VBD'], ['try', 'NN'], ['three', 'CD'], ['step', 'NN'], ['system', 'NN'], ['love', 'VBP'], ['smell', 'NN'], ['conditioner', 'NN'], ['hair', 'NN'], ['soft', 'JJ'], ['soft', 'JJ'], ['day', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['freecomplimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3024,"['conditioner', 'NNS'], ['make', 'VBP'], ['hair', 'NN'], ['feel', 'VB'], ['soft', 'JJ'], ['smell', 'NN'], ['good', 'JJ'], ['issue', 'NN'], ['hair', 'NN'], ['colour', 'VBP'], ['treated', 'VBN'], ['it', 'PRP'], ['teal', 'RB'], ['currently', 'RB'], ['want', 'VBP'], ['lose', 'JJ'], ['colour', 'NN'], ['loss', 'NN'], ['wound', 'IN'], ['sacrificing', 'VBG'], ['hair', 'NN'], ['softness', 'NN'], ['more', 'JJR'], ['product', 'NN'], ['great', 'JJ'], ['colour', 'NN'], ['treated', 'VBD'], ['hair', 'NN'], ['smell', 'NN'], ['fab', 'RB'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['review', 'NN'], ['influenster', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3025,"['received', 'VBN'], ['product', 'NN'], ['complementary', 'JJ'], ['influenster', 'NN'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['love', 'NN'], ['conditioner', 'NN'], ['made', 'VBD'], ['hair', 'NN'], ['feel', 'VB'], ['hydrated', 'VBN'], ['extremely', 'RB'], ['important', 'JJ'], ['due', 'JJ'], ['natural', 'JJ'], ['hair', 'NN'], ['tend', 'VBP'], ['use', 'NN'], ['lot', 'NN'], ['conditioner', 'VBP'], ['need', 'RB'], ['much', 'RB'], ['this', 'DT'], ['amazing', 'JJ'], ['job', 'NN'], ['making', 'VBG'], ['hair', 'JJ'], ['feel', 'VB'], ['healthy', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3026,"['ive', 'JJ'], ['always', 'RB'], ['big', 'JJ'], ['fan', 'NN'], ['loreals', 'NNS'], ['conditioner', 'VBP'], ['always', 'RB'], ['trick', 'VBP'], ['weather', 'NN'], ['seems', 'VBZ'], ['hair', 'JJ'], ['natually', 'RB'], ['wavycurly', 'RB'], ['hair', 'NN'], ['tends', 'VBZ'], ['get', 'VBP'], ['frizzy', 'JJ'], ['winter', 'NN'], ['time', 'NN'], ['conditioner', 'NN'], ['made', 'VBD'], ['hair', 'NN'], ['feel', 'NN'], ['hydrated', 'VBD'], ['clean', 'JJ'], ['make', 'VBP'], ['feel', 'JJ'], ['oilyheavy', 'JJ'], ['great', 'JJ'], ['plus', 'CC'], ['disclaimer', 'JJ'], ['received', 'VBN'], ['complimentary', 'JJ'], ['product', 'NN'], ['influenster', 'NN'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3027,"['got', 'VBD'], ['sent', 'JJ'], ['product', 'NN'], ['vox', 'NN'], ['box', 'NN'], ['estatic', 'JJ'], ['try', 'NN'], ['it', 'PRP'], ['always', 'RB'], ['put', 'VBD'], ['ton', 'RP'], ['conditioner', 'NN'], ['hair', 'NN'], ['order', 'NN'], ['feel', 'NN'], ['like', 'IN'], ['dry', 'NNS'], ['damaged', 'VBN'], ['however', 'RB'], ['conditioner', 'RBR'], ['immediately', 'RB'], ['felt', 'VBD'], ['moisturized', 'JJ'], ['soon', 'RB'], ['applied', 'VBD'], ['little', 'JJ'], ['bit', 'JJ'], ['hair', 'JJ'], ['shower', 'JJR'], ['love', 'NN'], ['product', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3028,"['great', 'JJ'], ['like', 'IN'], ['shampoo', 'JJ'], ['hydrate', 'NN'], ['split', 'NN'], ['end', 'NN'], ['help', 'NN'], ['keep', 'VB'], ['root', 'NN'], ['getting', 'VBG'], ['greasy', 'JJ'], ['get', 'NN'], ['lot', 'NN'], ['washing', 'VBG'], ['hair', 'NN'], ['single', 'JJ'], ['time', 'NN'], ['now', 'RB'], ['really', 'RB'], ['nice', 'JJ'], ['im', 'NN'], ['lucky', 'JJ'], ['enough', 'RB'], ['gotten', 'JJ'], ['try', 'VB'], ['free', 'JJ'], ['influenster', 'NN'], ['would', 'MD'], ['definitely', 'RB'], ['easily', 'RB'], ['pay', 'VB'], ['price', 'NN'], ['though', 'IN'], ['great', 'JJ'], ['value', 'NN'], ['get', 'VB'], ['great', 'JJ'], ['job', 'NN'], ['doe', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3029,"['absolute', 'NN'], ['best', 'JJS'], ['really', 'RB'], ['help', 'VB'], ['combat', 'NN'], ['drying', 'VBG'], ['effect', 'NN'], ['shampoo', 'NN'], ['giving', 'VBG'], ['extra', 'JJ'], ['love', 'JJ'], ['end', 'NN'], ['already', 'RB'], ['super', 'JJ'], ['dry', 'JJ'], ['begin', 'NN'], ['with', 'IN'], ['drop', 'NN'], ['help', 'NN'], ['hair', 'NN'], ['feel', 'VB'], ['silkier', 'JJ'], ['softer', 'JJR'], ['also', 'RB'], ['really', 'RB'], ['enjoy', 'VB'], ['way', 'NN'], ['smell', 'NN'], ['using', 'VBG'], ['shampoo', 'NN'], ['must', 'MD'], ['sometimes', 'RB'], ['forgo', 'VB'], ['mask', 'NN'], ['still', 'RB'], ['end', 'VB'], ['look', 'NN'], ['feel', 'NN'], ['radiant', 'NN'], ['this', 'DT'], ['even', 'RB'], ['easier', 'JJR'], ['comb', 'NN'], ['finger', 'NN'], ['through', 'IN'], ['want', 'NN'], ['go', 'VBP'], ['severus', 'JJ'], ['snape', 'NN'], ['sirius', 'JJ'], ['black', 'JJ'], ['you', 'PRP'], ['received', 'VBD'], ['product', 'NN'], ['complimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3030,"['often', 'RB'], ['search', 'VBZ'], ['something', 'NN'], ['new', 'JJ'], ['tame', 'JJ'], ['greasiness', 'NN'], ['hair', 'NN'], ['pleased', 'VBD'], ['shown', 'VBN'], ['product', 'NN'], ['line', 'NN'], ['job', 'NN'], ['oily', 'RB'], ['scalp', 'JJ'], ['end', 'NN'], ['day', 'NN'], ['me', 'PRP'], ['received', 'VBD'], ['product', 'NN'], ['complimentary', 'JJ'], ['influenster', 'NN'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3031,"['received', 'VBN'], ['product', 'NN'], ['complementary', 'JJ'], ['influenster', 'NN'], ['love', 'VB'], ['it', 'PRP'], ['greasy', 'JJ'], ['hair', 'VBD'], ['three', 'CD'], ['step', 'NN'], ['process', 'NN'], ['really', 'RB'], ['make', 'VB'], ['soooo', 'NN'], ['easy', 'JJ'], ['use', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3032,"['given', 'VBN'], ['try', 'NNS'], ['free', 'JJ'], ['loved', 'VBD'], ['every', 'DT'], ['second', 'NN'], ['used', 'VBN'], ['mask', 'NN'], ['shampoo', 'JJ'], ['hair', 'NN'], ['felt', 'VBD'], ['soft', 'JJ'], ['clean', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3033,"['lucky', 'JJ'], ['enough', 'RB'], ['receive', 'JJ'], ['complimentary', 'JJ'], ['influenster', 'NN'], ['test', 'NN'], ['out', 'IN'], ['always', 'RB'], ['best', 'JJS'], ['apply', 'NN'], ['conditioner', 'NN'], ['end', 'NN'], ['used', 'VBN'], ['hair', 'NN'], ['mud', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['go', 'VBP'], ['set', 'VBN'], ['amazingly', 'RB'], ['kept', 'JJ'], ['oil', 'NN'], ['scalp', 'NN'], ['conditioner', 'NN'], ['awesome', 'VBP'], ['really', 'RB'], ['nourished', 'JJ'], ['end', 'NN'], ['really', 'RB'], ['hard', 'JJ'], ['get', 'NN'], ['cheaper', 'JJR'], ['conditioner', 'NN'], ['brand', 'NN'], ['pleased', 'VBD'], ['review', 'NN'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
3034,"['make', 'VB'], ['hair', 'NN'], ['feel', 'VB'], ['soft', 'JJ'], ['smooth', 'NNS'], ['love', 'VBP'], ['using', 'VBG'], ['conditioner', 'NN'], ['time', 'NN'], ['recieve', 'VB'], ['product', 'NN'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3035,"['ive', 'JJ'], ['trying', 'VBG'], ['lot', 'NN'], ['different', 'JJ'], ['haircare', 'NN'], ['product', 'NN'], ['recently', 'RB'], ['say', 'VBP'], ['conditioner', 'NN'], ['one', 'CD'], ['new', 'JJ'], ['favorite', 'NN'], ['along', 'IN'], ['shampoo', 'JJ'], ['enjoy', 'NNS'], ['make', 'VBP'], ['hair', 'NN'], ['feel', 'NN'], ['afterwards', 'NNS'], ['clean', 'VBP'], ['is', 'VBZ'], ['scent', 'JJ'], ['nice', 'JJ'], ['although', 'IN'], ['bit', 'NN'], ['overwhelming', 'JJ'], ['new', 'JJ'], ['favorite', 'JJ'], ['though', 'IN'], ['received', 'JJ'], ['product', 'NN'], ['complimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['influenster', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3036,"['using', 'VBG'], ['loriel', 'JJ'], ['extraordinary', 'JJ'], ['clay', 'NN'], ['hair', 'NN'], ['trio', 'JJ'], ['month', 'NN'], ['now', 'RB'], ['really', 'RB'], ['glad', 'JJ'], ['been', 'VBN'], ['hair', 'VBN'], ['naturally', 'RB'], ['curly', 'JJ'], ['color', 'NN'], ['treated', 'VBD'], ['get', 'VB'], ['oily', 'RB'], ['root', 'JJ'], ['stay', 'NN'], ['dry', 'JJ'], ['end', 'NN'], ['line', 'NN'], ['saving', 'VBG'], ['grace', 'NN'], ['hair', 'NN'], ['helped', 'VBD'], ['keep', 'VB'], ['oil', 'NN'], ['control', 'NN'], ['wash', 'JJ'], ['end', 'NN'], ['starting', 'VBG'], ['feel', 'NN'], ['smoother', 'RB'], ['dry', 'JJ'], ['easier', 'JJR'], ['maintain', 'NN'], ['top', 'JJ'], ['noticeable', 'JJ'], ['difference', 'NN'], ['product', 'NN'], ['lasting', 'VBG'], ['quite', 'RB'], ['well', 'RB'], ['using', 'VBG'], ['time', 'NN'], ['week', 'NN'], ['almost', 'RB'], ['month', 'NN'], ['believe', 'VBP'], ['even', 'RB'], ['hit', 'VB'], ['halfway', 'RB'], ['point', 'JJ'], ['product', 'NN'], ['absolutely', 'RB'], ['continue', 'JJ'], ['purchase', 'NN'], ['preshampoo', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['future', 'JJ'], ['disclaimer', 'NN'], ['personally', 'RB'], ['received', 'VBD'], ['trio', 'JJ'], ['product', 'NN'], ['complimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['above', 'IN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3037,"['f', 'JJ'], ['naturalista', 'NNS'], ['like', 'IN'], ['myself', 'PRP'], ['conditioner', 'VBP'], ['favorite', 'JJ'], ['important', 'JJ'], ['step', 'NN'], ['wash', 'JJ'], ['day', 'NN'], ['routine', 'JJ'], ['hand', 'NN'], ['staple', 'JJ'], ['product', 'NN'], ['wash', 'NN'], ['hair', 'NN'], ['bad', 'JJ'], ['boy', 'NN'], ['hydrated', 'VBD'], ['curl', 'NNS'], ['like', 'IN'], ['other', 'JJ'], ['help', 'NN'], ['detangle', 'VB'], ['hair', 'NN'], ['weigh', 'JJ'], ['hair', 'NN'], ['either', 'CC'], ['ive', 'JJ'], ['used', 'JJ'], ['product', 'NN'], ['others', 'NNS'], ['definitely', 'RB'], ['repurchase', 'VBD'], ['conditioner', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3038,"['love', 'NN'], ['conditioner', 'NN'], ['really', 'RB'], ['changed', 'VBN'], ['hair', 'NN'], ['kept', 'VBD'], ['hair', 'NN'], ['soft', 'JJ'], ['silky', 'NNS'], ['really', 'RB'], ['like', 'IN'], ['range', 'NN'], ['loral', 'JJ'], ['cant', 'NN'], ['wait', 'NN'], ['continue', 'VBP'], ['using', 'VBG'], ['i', 'NN'], ['received', 'VBD'], ['free', 'JJ'], ['influenster', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3039,"['received', 'VBN'], ['influenster', 'JJ'], ['try', 'NN'], ['review', 'NN'], ['loved', 'VBD'], ['whole', 'JJ'], ['set', 'NN'], ['longer', 'RBR'], ['problem', 'NN'], ['trying', 'VBG'], ['untangle', 'JJ'], ['hair', 'NN'], ['whole', 'JJ'], ['set', 'NN'], ['smell', 'NN'], ['good', 'NN'], ['also', 'RB'], ['helped', 'VBD'], ['strengthen', 'VB'], ['hair', 'NN'], ['especially', 'RB'], ['end', 'VBP'], ['definitely', 'RB'], ['buy', 'VB'], ['run', 'VBN'], ['out', 'RP'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3040,"['received', 'VBN'], ['product', 'NN'], ['freecomplimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['definitely', 'RB'], ['think', 'VBP'], ['conditioner', 'JJR'], ['hair', 'NN'], ['really', 'RB'], ['soft', 'JJ'], ['smooth', 'NNS'], ['really', 'RB'], ['liked', 'VBD'], ['review', 'NN'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
3041,"['loved', 'VBN'], ['clay', 'NN'], ['mask', 'NN'], ['smell', 'NN'], ['good', 'JJ'], ['exactly', 'RB'], ['promisedhelps', 'VBZ'], ['hair', 'NN'], ['stay', 'NN'], ['nongreasy', 'RB'], ['longer', 'RBR'], ['ever', 'RB'], ['product', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
