  color ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  condition ,  shampoo ,  condition ,  electr ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  product ,  hair ,  bargain ,  boot ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  line ,  use ,  week ,  straight ,  hair ,  fall ,  easili ,  readheard ,  keratin ,  help ,  hair ,  knew ,  NNP ,  tri ,  wonder ,  hair ,  hair ,  manage ,  head ,  hair ,  look ,  witha ,  lot ,  volum ,  work ,  conditioner ,,,,,
  year ,  hair ,  hour ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  product ,  alway ,  coarse ,  frizzi ,  hair ,  today ,  tresemm ,  keratin ,  condition ,  brand ,  shampoo ,  impress ,  tri ,  use ,  tressem ,  keratin ,  wash ,  hair ,  tressem ,  keratin ,  condition ,  hand ,  anyth ,  el ,  includ ,  brand ,  keratin ,  condition ,  treatment ,  iv ,  tri 
  start ,  quality ,  promise ,  frizz ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  deal ,  regimen ,  day ,  systemit ,  realli ,  hair ,  manag ,  use ,  complet ,  day ,  keratin ,  infus ,  shampoo ,  conditioner ,  condition ,  day ,  week ,  curl ,  definit ,  sinc ,  tresemme ,  line ,  thank ,  tresemme ,,,,,,,
  use ,  year ,  child ,  hsir ,  cours ,  work ,  hour ,  kep ,  step ,  treatment ,  surpris ,  day ,  use ,  product ,  honestli ,  product ,  inexpens ,  bay ,  believer ,,,,,,,,,,,,
  awesom ,  condition ,  month ,  feel ,  dri ,  tri ,  work ,  hair ,  shini ,  blowdri ,  hair ,  use ,  month ,  use ,  hair ,,,,,,,,,,,,,,,,
  grow ,  conditioner ,  tangl ,  end ,  fli ,  beauti ,  shop ,  treatment ,  granddaught ,  recommen ,,,,,,,,,,,,,,,,,,,,,
  product ,  hair ,  year ,  half ,  product ,  lot ,  girl ,  realli ,  tip ,  product ,  help ,  tip ,  condition ,  product ,  help ,  hair ,  start ,  tip ,,,,,,,,,,,,,
  tresemm ,  frizz ,  product ,  day ,  tri ,  night ,  doubt ,  product ,  hair ,  frizzi ,  product ,  work ,  complement ,,,,,,,,,,,,,,,,,,
  product ,  keratin ,  condition ,  hair ,  hair ,  hair ,  curli ,  exactli ,  hair ,  product ,,,,,,,,,,,,,,,,,,,,,
  extrem ,  product ,  smell ,  experience ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  hair ,  brittl ,  hair ,  condition ,  hair ,  use ,  condition ,  hair ,,,,,,,,,,,,,,,,,,,,,,,
  condition ,  silki ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  lot ,  shampoo ,  ididnt ,  differ ,  time ,  month ,  mi ,  hari ,,,,,,,,,,,,,,,,,,,,,,,
  use ,  color ,  hair ,  baca ,  condition ,  friend ,  mine ,  mention ,  condition ,,,,,,,,,,,,,,,,,,,,,,
  hair ,  differ ,  hair ,  pretti ,  end ,  cowork ,  state ,  end ,  look ,  alot ,  anybody ,,,,,,,,,,,,,,,,,,,,
  work ,  condition ,  hair ,  silky ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  thing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  product ,  love ,  product ,  agin ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  product ,  hair ,  boy ,  chase ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  product ,  hair ,  shini ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  realli ,  turn ,  piec ,  end ,  masterpeice ,,,,,,,,,,,,,,,,,,,,,,,,,,
  love ,  enjoy ,  smell ,  victorian ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  everyone ,  bottl ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  decid ,  product ,  hair ,  state ,  hair ,  hair ,  product ,  caus ,  massiv ,  tangl ,  hair ,  result ,  im ,  hair ,  head ,  furthermor ,  hair ,  wave ,  pattern ,  road ,  repair ,  damag ,,,,,,,,,
  hair ,  condition ,  think ,  product ,  feel ,  squeaki ,  feel ,  get ,  use ,  sulfat ,  shampoo ,  realli ,  didnt ,  anything ,  smh ,,,,,,,,,,,,,,,,
  decid ,  rough ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  use ,  school ,  hair ,  nature ,  condition ,  think ,  conditioner ,  okay ,  hair ,  cream ,  nature ,  condition ,  creami ,  water ,,,,,,,,,,,,,,,,,
  review ,  sheamoistur ,  decid ,  product ,  tri ,  happi ,  natur ,  hair ,  hair ,  product ,  thick ,  creami ,  leav ,  curl ,  extrem ,  shine ,,,,,,,,,,,,,,,
  product ,  littl ,  femal ,  hair ,  textur ,  natur ,  use ,  moist ,  condition ,  tri ,  item ,  packet ,  size ,  bit ,  comfort ,  zone ,  price ,  pricey ,  bottl ,  condition ,  return ,  wash ,  hair ,  shampoo ,  place ,  cream ,  natur ,  oil ,  intens ,  condit ,  treatment 
  leav ,  strip ,  color ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  cream ,  curl ,  manageable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  decid ,  natur ,  oil ,  intens ,  daughter ,  hair ,  tangl ,  shampoo ,  oil ,  intens ,  condit ,  help ,  easi ,  style ,,,,,,,,,,,,,,,,,
  famili ,  glad ,  condit ,  treatment ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  product ,  friend ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  use ,  hair ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  differ ,  bottl ,  squeez ,  hand ,  use ,  quit ,  bit ,  dispers ,  scalp ,  relief ,  hope ,  use ,  withth ,  hairev ,  pretreatment ,,,,,,,,,,,,,,,,
  shampoo ,  product ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  iv ,  clean ,  iv ,  use ,  thrice ,  conjunct ,  hairev ,  preshampoo ,  scalp ,  treatmentif ,  oili ,  scalp ,  odor ,  quit ,  hair ,  everydayy ,  product ,  buildup ,  serum ,  spray ,  sud ,  wash ,  initi ,  buildup ,  wash ,  hairhowever ,  iv ,  wash ,  suffice ,  care ,  oil 
  extrem ,  use ,  year ,  conjunct ,  hairev ,  scalp ,  treatment ,  hairev ,  hair ,  vitamin ,  gener ,  dri ,  skin ,  use ,  product ,  dandruff ,  dri ,  scalp ,  happi ,  product ,  healthi ,,,,,,,,,,
  im ,  happi ,  condition ,  onlin ,  lucki ,  vitamin ,  id ,  use ,  nutratint ,  haircolor ,  health ,  food ,  store ,  year ,  chang ,  formula ,  cant ,  use ,  haircolor ,  box ,  tube ,  condition ,  im ,  abl ,  use ,  sensitv ,  scalp ,  product ,  product ,  im ,  abl 
  product ,  hair ,  product ,  bodi ,  shine ,  sinc ,  use ,  color ,  combination ,,,,,,,,,,,,,,,,,,,,,,
  thank ,  hair ,  shiny ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  got ,  carri ,  product ,  love ,  use ,  day ,  order ,  product ,  stock ,  time ,  manner ,,,,,,,,,,,,,,,,,,,,
  condition ,  packet ,  firstev ,  tri ,  naturtint ,  hair ,  gentl ,  hair ,  color ,  iv ,  allot ,  shampoo ,  multipli ,  extrem ,  impress ,  slipperi ,  revit ,  foam ,  hugewow ,  use ,  color ,  use ,  multiplier ,  amount ,  hair ,  hair ,  babyfine ,  averag ,  densiti ,  root ,  textur 
  feel ,  fix ,  mild ,  moder ,  case ,  dandruff ,  embarrass ,  buy ,  dandruff ,  condition ,  fairli ,  decent ,  damage ,  ad ,  shinevolume ,  hair ,  smell ,  teatre ,  scent ,  smell ,  scent ,  soap ,  shampoo ,  awar ,,,,,,,
  use ,  way ,  hair ,  iv ,  use ,  month ,  work ,  week ,  dandruff ,  condition ,  shampoo ,  lot ,  hair ,  kept ,  use ,  eventu ,  learn ,  use ,  way ,  hair ,  natur ,  hair ,  lot ,  hairit ,  moistur ,  hydrat ,  hair ,  time ,  routin ,  hair ,  washrins 
  value ,  mani ,  product ,  dri ,  hair ,  area ,  time ,,,,,,,,,,,,,,,,,,,,,,,,
  love ,  target ,  ship ,  service ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  condition ,  product ,  curl ,  love ,  conditioner ,  smell ,  im ,  mint ,  coars ,  mane ,  way ,  curl ,  line ,  plea ,  sell ,  curl ,  creme ,,,,,,,,,,,,,,
  enjoy ,  scent ,  mint ,  chocol ,  chip ,  icecream ,  work ,  conditioner ,  opinion ,  fragranc ,  alon ,  purchase ,,,,,,,,,,,,,,,,,,,
  thing ,  use ,  product ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  start ,  work ,  hair ,  alberto ,  hair ,  tangl ,  alberto ,  vsmell ,,,,,,,,,,,,,,,,,,,,,,,
  hair ,  use ,  condition ,  week ,  feel ,  smell ,  im ,  el ,  product ,,,,,,,,,,,,,,,,,,,,,,
  love ,  dri ,  dandruff ,  way ,  hair ,  feel ,  smell ,  hair ,  shiny ,,,,,,,,,,,,,,,,,,,,,,
  pair ,  smell ,  condition ,  shampoo ,  need ,  hair ,  boyfriend ,  love ,  part ,  promotion ,,,,,,,,,,,,,,,,,,,,,
  use ,  teatre ,  bar ,  amaz ,  use ,  hair ,  help ,  hair ,  treatment ,  endless ,  amount ,  ironing ,  especi ,  help ,  pretti ,  dye ,  lock ,  vibrant ,  time ,  smell ,  part ,  promotion ,,,,,,,,,
  tea ,  condition ,  pair ,  tea ,  mint ,  month ,  half ,  origin ,  dandruff ,  complet ,  ridden ,  scalp ,  dandruff ,  hair ,  smell ,  hair ,  product ,  worth ,  cent ,  tell ,  differ ,  everyth ,  use ,  versu ,  use ,  product ,  pure ,  phenomen ,  product ,  review ,  part 
  abl ,  mint ,  condition ,  hair ,  silki ,  smell ,  hair ,  sometim ,  use ,  leavein ,,,,,,,,,,,,,,,,,,,,,
  love ,  condit ,  mint ,  scent ,  tingl ,  shampoo ,  hair ,  shini ,  manageable ,,,,,,,,,,,,,,,,,,,,,,
  love ,  smell ,  hair ,  feel ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  love ,  product ,  disappoint ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  use ,  smell ,  condition ,  shampoo ,  need ,  hair ,  boyfriend ,  love ,,,,,,,,,,,,,,,,,,,,,,,
  tea ,  condition ,  pair ,  tea ,  mint ,  month ,  half ,  origin ,  dandruff ,  complet ,  ridden ,  scalp ,  dandruff ,  hair ,  smell ,  hair ,  product ,  worth ,  cent ,  tell ,  differ ,  everyth ,  use ,  versu ,  use ,  product ,  pure ,  phenomen ,  product ,,
  pair ,  mint ,  condition ,  hair ,  silki ,  smell ,  hair ,  sometim ,  use ,  leavein ,,,,,,,,,,,,,,,,,,,,,
  abl ,  teatre ,  bar ,  amaz ,  use ,  hair ,  help ,  hair ,  treatment ,  endless ,  amount ,  ironing ,  especi ,  help ,  pretti ,  dye ,  lock ,  vibrant ,  time ,  smell ,  suave ,,,,,,,,,,
  love ,  condit ,  mint ,  scent ,  tingl ,  shampoo ,  hair ,  shini ,  manageable ,,,,,,,,,,,,,,,,,,,,,,
  receiv ,  product ,  disappoint ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  condition ,  packag ,  today ,  contain ,  spill ,  insid ,  box ,  request ,  refund ,,,,,,,,,,,,,,,,,,,,,,
  woman ,  mix ,  oil ,  condition ,  littl ,  sinc ,  thick ,  hair ,,,,,,,,,,,,,,,,,,,,,,,
  look ,  curli ,  hair ,  spent ,  hundr ,  dollar ,  product ,  miracle ,  love ,  love ,  conditioner ,  hair ,  coupl ,  time ,  week ,  use ,  gob ,  stuff ,  day ,  hair ,  smooth ,  condition ,  iv ,,,,,,,,
  condition ,  review ,  part ,  promotion ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  condition ,  relax ,  hair ,  hair ,  use ,  work ,  strip ,  hair ,  leav ,,,,,,,,,,,,,,,,,,,,,,
  formula ,  mix ,  oil ,  condition ,  littl ,  sinc ,  thick ,  hair ,,,,,,,,,,,,,,,,,,,,,,,
  care ,  formula ,  day ,  hair ,  ad ,  biotin ,  formula ,  biotin ,  hair ,  fallout ,  plea ,  bring ,  formula ,,,,,,,,,,,,,,,,,,
  im ,  origin ,  formula ,  shampoo ,  scent ,  hair ,  react ,  realli ,  well ,  formula ,  hair ,  smell ,  anymor ,  origin ,  care ,,,,,,,,,,,,,,,,
  im ,  formula ,  use ,  love ,  shampoo ,  everyone ,  formula ,  work ,  oili ,  hair ,  formula ,  tri ,  hair ,  afternoon ,  product ,  hair ,,,,,,,,,,,,,,,
  love ,  glad ,  complet ,  formula ,  i ,  total ,  care ,  year ,  scalp ,  hair ,  shiny ,  smell ,  impress ,  scalp ,  use ,  ingredi ,  dandruff ,  shampoo ,  guess ,  hunt ,  stock ,  customer ,  guess ,  formula ,  get ,  price ,  product ,,,,
  use ,  shampoo ,  use ,  hair ,  feel ,  smell ,  shampoo ,  peopl ,  smell ,  ask ,  thanks ,  cowork ,  switch ,  shampoo ,  shini ,  mine ,  say ,  buy ,  formula ,  return ,  smell ,  sooo ,  headache ,  dri ,  smell ,,,,,,
  formula ,  formula ,  sever ,  year ,  peopl ,  way ,  hair ,  time ,  formula ,  hair ,  im ,  tri ,  shampoo ,  happi ,,,,,,,,,,,,,,,,,
  realli ,  bottl ,  improv ,  hair ,  caus ,  dri ,  scalp ,  irritation ,  plea ,  formula ,,,,,,,,,,,,,,,,,,,,,
  use ,  scent ,  chang ,  shampoo ,  conditioner ,  day ,  miss ,  scent ,,,,,,,,,,,,,,,,,,,,,,,
  im ,  total ,  care ,  condition ,  everi ,  sinc ,  plea ,  product ,  light ,  smelli ,  formula ,  hair ,  fragranc ,  horrible ,,,,,,,,,,,,,,,,,
  use ,  formula ,  use ,  love ,  shampoo ,  everyone ,  formula ,  work ,  oili ,  hair ,  formula ,  tri ,  hair ,  afternoon ,  product ,  hair ,,,,,,,,,,,,,,,
  shampoo ,  day ,  pain ,  zit ,  typic ,  person ,  zit ,  face ,  breakout ,,,,,,,,,,,,,,,,,,,,,,
  formulai ,  dandruff ,  care ,  shampoo ,  brand ,,,,,,,,,,,,,,,,,,,,,,,,,,
  use ,  total ,  care ,  formula ,  scent ,  plea ,  option ,  purchase ,,,,,,,,,,,,,,,,,,,,,,,
  version ,  love ,  product ,  hair ,  formula ,  weight ,  hair ,  oili ,  smell ,  bath ,  tan ,  lotion ,  plea ,  bring ,  formula ,,,,,,,,,,,,,,,,
  formula ,  terribl ,  ruin ,  hair ,  saviour ,,,,,,,,,,,,,,,,,,,,,,,,,,
  coconut ,  scent ,  hair ,  wish ,  formula ,  want ,  buy ,,,,,,,,,,,,,,,,,,,,,,,,
  use ,  scent ,  origin ,  scent ,  highli ,  plea ,  bring ,  formula ,,,,,,,,,,,,,,,,,,,,,,,
  use ,  product ,  formula ,  dont ,  care ,  smell ,  hair ,  heavi ,  didnt ,  wash ,,,,,,,,,,,,,,,,,,,,,
  use ,  care ,  time ,  love ,  smell ,  version ,  care ,  smell ,  brand ,,,,,,,,,,,,,,,,,,,,,,
  time ,  care ,  shampoo ,  conditioner ,  hair ,  smell ,  use ,  hair ,  formula ,  scent ,  sinc ,  use ,  hair ,  use ,  formula ,  hair ,  greasy ,  formula ,  scent ,  shampoo ,  im ,  disappoint ,,,,,,,,,
  share ,  user ,  shampoo ,  extrem ,  disappoint ,  formula ,  formula ,  fantast ,  scent ,  scent ,  migraine ,  scent ,  factor ,  hair ,  product ,  version ,  heavili ,  scent ,  intoler ,  formula ,  day ,  formula ,  hair ,  heavi ,  plea ,  bring ,  formula ,  otherwis ,  customer ,,
  use ,  disappoint ,  formula ,  formula ,  fact ,  store ,  refil ,  formula ,  shelf ,  decid ,  try ,  hair ,  greasi ,  complet ,  shock ,  disappointment ,  product ,,,,,,,,,,,,,,
  hate ,  use ,  shampoo ,  conditioner ,  sinc ,  hair ,  greasy ,  cocunt ,  smell ,  plea ,  month ,  whoever ,  idea ,  chang ,  smell ,  use ,  see ,  scienc ,  experi ,,,,,,,,,,,,
  use ,  review ,  year ,  brand ,  star ,  formula ,  smell ,  vibrant ,  smell ,  crazi ,  month ,  chang ,  hair ,  wash ,  bottl ,  frizz ,  control ,  formula ,  world ,  differ ,,,,,,,,,,,
  condition ,  shampoo ,  amaz ,  smell ,  light ,  hair ,  smell ,  coconut ,  anything ,  way ,  thick ,  hair ,  plea ,  bring ,  formula ,,,,,,,,,,,,,,,,
  use ,  combo ,  holi ,  grail ,  sinc ,  theyv ,  chang ,  formula ,  abl ,  idea ,  plea ,  bring ,  thank ,,,,,,,,,,,,,,,,,,
  fan ,  absolut ,  love ,  shampoo ,  conditioner ,  part ,  phenomenal ,  hair ,  hair ,  formula ,  complet ,  woman ,  product ,  hair ,  product ,  greatsmel ,  shampoo ,,,,,,,,,,,,,,
  start ,  formula ,  particularli ,  shampoo ,  condition ,  purchas ,  year ,  review ,  hope ,  happens ,  forc ,  shop ,  differ ,  brand ,  formula ,  stand ,  shampoo ,  conditioner ,,,,,,,,,,,,,
  plea ,  use ,  total ,  care ,  sinc ,  product ,  dri ,  formula ,  scalp ,  itchi ,  wonder ,  fragranc ,  linger ,  day ,  formula ,  use ,  product ,  sever ,  member ,  friend ,  formula ,,,,,,,,,,
  iv ,  bring ,  formula ,  formula ,  plu ,  hair ,  fan ,  scent ,  lot ,  stop ,  use ,  brand ,  formula ,  change ,,,,,,,,,,,,,,,,,
  care ,  dandruff ,  reason ,  smelt ,  everyth ,  perfect ,  p ,  use ,  length ,  shampoo ,  conditioner ,  store ,  bottl ,  cant ,  smelltheyv ,  custom ,,,,,,,,,,,,,,,
  total ,  origin ,  formula ,  shampoo ,  scent ,  hair ,  react ,  realli ,  well ,  formula ,  hair ,  smell ,  anymor ,  origin ,  care ,,,,,,,,,,,,,,,,
  reason ,  care ,  hair ,  smell ,  NNP ,  formula ,  hair ,  healthi ,  disappoint ,  ill ,  shop ,  differ ,  head ,  itch ,  day ,  formula ,  dandruff ,  bunch ,  bloody ,  dot ,  head ,  brand ,  change ,,,,,,,,
  realli ,  wonder ,  scent ,  terribl ,  feel ,  get ,  result ,  use ,  plea ,  formula ,,,,,,,,,,,,,,,,,,,,,
  realli ,  coconut ,  plea ,  bring ,  scent ,  smell ,  condition ,  discov ,  smell ,  chang ,  realli ,  disappoint ,  smell ,  wonder ,  scent ,,,,,,,,,,,,,,,,
  formula ,  coconut ,  plea ,  bring ,  scent ,  smell ,  condition ,  discov ,  smell ,  chang ,  realli ,  disappoint ,  smell ,  wonder ,  scent ,,,,,,,,,,,,,,,,
  formula ,  formula ,  day ,  hair ,  ad ,  biotin ,  formula ,  biotin ,  hair ,  fallout ,  plea ,  bring ,  formula ,,,,,,,,,,,,,,,,,,
  formula ,  shampoo ,  condition ,  care ,  formula ,,,,,,,,,,,,,,,,,,,,,,,,,,
  previou ,  awful ,  bottl ,  formula ,  scent ,  hair ,  plea ,  formula ,,,,,,,,,,,,,,,,,,,,,,,
  use ,  formula ,  hair ,  iv ,  use ,  year ,  use ,  compliment ,  scent ,  im ,  unhappi ,,,,,,,,,,,,,,,,,,,,
  iv ,  year ,  sinc ,  formula ,  blow ,  formula ,  day ,,,,,,,,,,,,,,,,,,,,,,,,
  use ,  use ,  condition ,  religi ,  sinc ,  reason ,  scent ,  comment ,  hair ,  scent ,  look ,  differ ,  brand ,,,,,,,,,,,,,,,,,,
  pain ,  shampoo ,  sinc ,  formula ,  batch ,  happi ,  change ,  greasi ,  search ,  formula ,  brand ,,,,,,,,,,,,,,,,,,,,
  shampoocondition ,  review ,  sinc ,  use ,  product ,  use ,  condition ,  solv ,  dri ,  scalp ,  dandruff ,  hair ,  smell ,  use ,  product ,  year ,  formula ,  dandruff ,  hair ,  scalp ,  plea ,  bring ,  formula ,  avail ,  read ,  people ,  im ,  person ,  chang ,  product ,  im 
  love ,  hair ,  silki ,  day ,  wash ,  i ,  hair ,  hair ,  flake ,  bring ,  formula ,,,,,,,,,,,,,,,,,,,,
  use ,  shampoo ,  use ,  hair ,  feel ,  smell ,  shampoo ,  peopl ,  smell ,  ask ,  thanks ,  cowork ,  switch ,  shampoo ,  shini ,  mine ,  say ,  buy ,  formula ,  return ,  smell ,  sooo ,  headache ,  dri ,  smell ,,,,,,
  use ,  religi ,  buy ,  product ,  way ,  hair ,  look ,  scent ,  sooo ,  formula ,  hair ,  greasi ,  absolut ,  plea ,  bring ,  formula ,  scent ,  complet ,  switch ,  brand ,,,,,,,,,,,
  formula ,  hair ,  use ,  help ,  box ,  bottl ,  scent ,  bottl ,  scent ,  thing ,  control ,  oil ,  anymor ,  bodi ,  use ,  everyon ,  use ,  plea ,  formula ,  scent ,,,,,,,,,,,
  use ,  use ,  formula ,  length ,  everyth ,  change ,  hope ,,,,,,,,,,,,,,,,,,,,,,,,
  im ,  favorit ,  shampoo ,  conditioner ,  feel ,  walk ,  salon ,  hair ,  time ,  day ,  smell ,  repli ,  hair ,  formula ,  scent ,  instantli ,  difference ,  hair ,  look ,  greasi ,  scent ,  iv ,  switch ,  shampoo ,  sinc ,  cant ,  hair ,  smell ,  shampoo ,  plea ,  bring 
  formula ,  write ,  onlin ,  review ,  formula ,  compani ,  feedback ,  iv ,  use ,  shampoo ,  hair ,  hit ,  shelf ,  love ,  year ,  compliment ,  ask ,  shampoo ,  stop ,  use ,  product ,  hair ,  year ,  inch ,  hairdress ,  believ ,  hair ,  year ,  formula ,  im ,  formula 
  review ,  scent ,  stock ,  month ,  formula ,  scent ,  smooth ,  formula ,  scent ,,,,,,,,,,,,,,,,,,,,,,
  im ,  product ,  change ,  life ,  search ,  shampoo ,  hair ,  greasi ,  previou ,  care ,  condition ,  treasur ,  disappoint ,  scent ,  formula ,  resembl ,  edition ,  sever ,  custom ,  plea ,  formula ,  please ,,,,,,,,,
  use ,  glad ,  complet ,  formula ,  i ,  total ,  care ,  year ,  scalp ,  hair ,  shiny ,  smell ,  impress ,  scalp ,  use ,  ingredi ,  dandruff ,  shampoo ,  guess ,  hunt ,  stock ,  customer ,  guess ,  formula ,  get ,  price ,  product ,,,,
  origin ,  chang ,  formula ,  horribl ,  feedback ,  comment ,  peopl ,  time ,  product ,  averag ,  rate ,  star ,  plea ,  customer ,  hate ,  product ,  origin ,  guess ,  use ,  someth ,,,,,,,,,,,
  formula ,  length ,  shampoo ,  conditioner ,  famili ,  use ,  smell ,  hair ,  day ,  care ,  im ,  longlasting ,  work ,  formula ,  miss ,  length ,,,,,,,,,,,,,,,
  bring ,  justice ,  smell ,  amaz ,  formula ,  job ,  quit ,,,,,,,,,,,,,,,,,,,,,,,,
  disappoint ,  scent ,  absolut ,  cant ,  stomach ,  scent ,  ye ,,,,,,,,,,,,,,,,,,,,,,,,
  condition ,  brand ,  product ,  use ,  grail ,  use ,  everybody ,  scent ,  formula ,  honestli ,  wash ,  hair ,  day ,  greasi ,  hair ,  anyth ,  shower ,  person ,  hair ,  feel ,  buy ,  brand ,  formula ,  scent ,,,,,,,
  use ,  hair ,  smooth ,  wash ,  struggl ,  silki ,  wonder ,  daili ,  hair ,  formula ,  hunt ,  cant ,  continu ,  formula ,  hair ,  greasi ,  plea ,  let ,  stuff ,  ill ,,,,,,,,,,,
  formula ,  horribl ,  dandruff ,  product ,  whim ,  hair ,  knew ,  market ,  hair ,  look ,  hour ,  shower ,  dandruff ,  year ,  formula ,  trick ,,,,,,,,,,,,,,,
  plea ,  smell ,  plea ,  consid ,  sale ,,,,,,,,,,,,,,,,,,,,,,,,,,
  use ,  bring ,  formula ,  formula ,  hair ,  month ,  bring ,  formula ,,,,,,,,,,,,,,,,,,,,,,,
  use ,  formula ,  shampoo ,  look ,  origin ,  formula ,  shampoo ,  immedi ,  hair ,  product ,  everone ,  absolut ,  product ,  formula ,  hair ,  noth ,  hunt ,  shampoo ,  buy ,  plea ,,,,,,,,,,,
  plea ,  formula ,  work ,  stuff ,  leav ,  hair ,  feel ,  smell ,  anything ,  formula ,  site ,  look ,  stuff ,  manag ,  condition ,  shampoo ,,,,,,,,,,,,,,,
  shampoo ,  bring ,  formula ,  hair ,  scent ,  unfortun ,  purchas ,,,,,,,,,,,,,,,,,,,,,,,,
  formula ,  formula ,  formula ,  hair ,  oili ,  smell ,  wish ,  search ,  shampoo ,  condition ,,,,,,,,,,,,,,,,,,,,,
  use ,  word ,  review ,  review ,  hair ,  rins ,  origin ,  formula ,  hair ,  differenceand ,  use ,  origin ,  formula ,  hair ,  stringy ,  fall ,  use ,  origin ,  formula ,  year ,  thicker ,  shiny ,  healthi ,  plea ,  bring ,  formula ,  hair ,  dri ,  stringi ,,
  use ,  product ,  year ,  famili ,  shampooconditioner ,  use ,  product ,  use ,  formula ,  scent ,  discontinu ,  product ,  absolut ,  scent ,  smell ,  scent ,  time ,  year ,  hair ,  hair ,  help ,  shine ,  thing ,  guy ,  award ,  winner ,  sake ,,,,
  formulasc ,  length ,  formula ,  year ,  shampoo ,  condition ,  somehow ,  work ,  find ,  anywher ,  store ,  label ,  packaging ,  formula ,  smell ,  work ,  hope ,  consid ,  formula ,  avail ,,,,,,,,,,,
  formula ,  holi ,  formula ,  plastic ,  toylik ,  scent ,  realli ,  deter ,  product ,  brand ,  shampoo ,  condition ,  time ,,,,,,,,,,,,,,,,,,
  disappoint ,  hair ,  day ,  need ,  love ,  formula ,  scent ,  coconut ,  oil ,  plea ,  bring ,  formula ,,,,,,,,,,,,,,,,,,,
  total ,  formula ,  use ,  bit ,  formula ,  difference ,  plea ,  review ,  replac ,,,,,,,,,,,,,,,,,,,,,,
  review ,  care ,  day ,  plea ,  bring ,  formula ,  excellent ,  hair ,  scalp ,  face ,  acne ,  tri ,  mani ,  shampoo ,  differ ,  brand ,  differ ,  varieti ,  origin ,  care ,  acn ,  face ,  plea ,  total ,  care ,,,,,,
  use ,  chang ,  formula ,  reason ,  scalp ,  trouble ,  formula ,  scent ,  dri ,  damag ,  hair ,  repeat ,  color ,  bleach ,  session ,  formula ,  year ,  scent ,  pleasant ,  shampoo ,  salon ,  brand ,  iv ,  use ,  shampoo ,  alon ,  work ,  hair ,  conditioner ,  formula ,  iv 
  use ,  favorit ,  shampoo ,  conditioner ,  month ,  chang ,  formula ,  formula ,  immedi ,  hate ,  bottl ,  formula ,  run ,  plea ,  formula ,,,,,,,,,,,,,,,,
  formula ,  brand ,  year ,  disappoint ,  chang ,  scent ,  use ,  smell ,  happen ,  bring ,  scent ,,,,,,,,,,,,,,,,,,,,
  use ,  control ,  oil ,  balanc ,  scalp ,  hair ,  formula ,  shampoo ,  balanc ,  hair ,,,,,,,,,,,,,,,,,,,,,
  hate ,  hair ,  origin ,  smell ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  experienc ,  leav ,  product ,  discov ,  shampoocondition ,  year ,  feel ,  hair ,  hair ,  peopl ,  tell ,  hair ,  wa ,  harder ,  store ,  flake ,  hair ,  bump ,  scalp ,  understand ,  formula ,  work ,  time ,  tri ,  shampoo ,  decid ,  bring ,  formula ,  please ,,
  holi ,  disappoint ,  minut ,  time ,  call ,  care ,  consum ,  let ,  mess ,  total ,  care ,  shampoo ,  condition ,  year ,  chang ,  total ,  chang ,  condit ,  hair ,  end ,  leav ,  hair ,  look ,  formula ,  line ,  none ,  guy ,  product ,  use ,  work ,  anyon 
  year ,  grail ,  shampoo ,  condition ,  scent ,  formula ,  smell ,  hair ,  compliment ,  hair ,  hair ,  shini ,  dream ,  shampoo ,  use ,  anyth ,  store ,  chang ,  formula ,  scent ,  im ,  disappoint ,  favorit ,  shampoo ,  formula ,  complet ,  disappointment ,  need ,  chang ,  formula ,  hair 
